user.index,decision.index,decision.index.nogap,sugg.select.utime,sugg.select.slot,sugg.select.update,sugg.tz,sugg.gmtoff,sugg.decision.utime,sugg.decision.slot,sugg.context.utime,sugg.response.utime,sugg.device.utime,sugg.device.since,interaction.count,connect,is.randomized,snooze.status,intransit,avail,send,send.active,send.sedentary,is.prefetch,recognized.activity,recognized.activity.response,tag.active,tag.indoor,tag.outdoor,tag.outdoor_snow,front.end.application,returned.message,response,dec.city,dec.location.exact,dec.location.category,dec.weather.condition,dec.temperature,dec.windspeed,dec.precipitation.chance,dec.snow,response.city,response.location.exact,response.location.category,response.weather.condition,response.temperature,response.windspeed,response.precipitation.chance,response.snow,jbmins10,jbsteps10,jbmins40,jbsteps40,jbmins30,jbsteps30,jbmins60,jbsteps60,jbmins90,jbsteps90,jbmins120,jbsteps120,jbsteps10.zero,jbsteps30.zero,jbsteps40.zero,jbsteps60.zero,jbsteps90.zero,jbsteps120.zero,jbmins30pre,jbsteps30pre,jbmins40pre,jbsteps40pre,jbmins60pre,jbsteps60pre,jbsteps30pre.zero,jbsteps40pre.zero,jbsteps60pre.zero,gfmins10,gfsteps10,gfmins30,gfsteps30,gfmins60,gfsteps60,gfmins30pre,gfsteps30pre,gfmins60pre,gfsteps60pre
1,10,10.0,2015-07-24 16:30:00,2,2015-07-22,Etc/GMT+4,-14400.0,2015-07-24 16:31:31,2.0,2015-07-24 16:31:31,2015-07-24 16:33:50,2015-07-24 15:53:10.0,0.639166666666667,1.0,True,True,False,False,True,True,False,True,False,STILL,STILL,False,True,True,False,,Pamper your body a bit Try standing up and stretching your legs arms and neck Feels good doesnt it,good,Chelsea,home,home,Clear,28.9,3.6,0.0,0.0,Chelsea,home,home,Clear,28.9,3.6,0.0,0.0,3.0,71.0,15.0,611.0,9.0,279.0,26.0,1119.0,40.0,1608.0,46.0,1814.0,71,279,611,1119,1608,1814,13.0,470.0,16.0,525.0,21.0,654.0,470,525,654,,,,,,,5.0,146.0,7.0,165.0
1,11,11.0,2015-07-24 18:30:00,3,2015-07-22,Etc/GMT+4,-14400.0,2015-07-24 18:31:58,3.0,2015-07-24 18:31:58,2015-07-24 18:32:21,2015-07-24 17:55:34.0,0.606666666666667,0.0,True,True,False,False,True,True,False,True,False,STILL,STILL,False,True,True,False,,Pamper your body a bit Try standing up and stretching your legs arms and neck Feels good doesnt it,good,Chelsea,home,home,Clear,30.2,2.7,0.0,0.0,Chelsea,home,home,Clear,30.2,2.7,0.0,0.0,5.0,233.0,16.0,481.0,13.0,415.0,22.0,707.0,37.0,1394.0,67.0,4196.0,233,415,481,707,1394,4196,6.0,206.0,12.0,434.0,20.0,695.0,206,434,695,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1,12,12.0,2015-07-24 21:30:00,4,2015-07-22,Etc/GMT+4,-14400.0,2015-07-24 21:31:41,4.0,2015-07-24 21:31:41,2015-07-24 22:01:43,2015-07-24 20:51:32.0,0.669166666666667,1.0,True,True,False,False,True,True,True,False,False,STILL,,True,True,True,False,,Have you been sitting all day If you can try not to sit all night too Maybe tackle some active housework like cooking or vacuuming,no_response,Chelsea,home,home,Clear,30.7,6.0,0.0,0.0,Chelsea,home,home,Clear,30.4,0.2,0.0,0.0,10.0,1136.0,15.0,1310.0,15.0,1310.0,18.0,1404.0,30.0,2184.0,47.0,3510.0,1136,1310,1310,1404,2184,3510,14.0,930.0,16.0,1006.0,35.0,2666.0,930,1006,2666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0
1,13,13.0,2015-07-24 23:30:00,5,2015-07-22,Etc/GMT+4,-14400.0,2015-07-24 23:31:40,5.0,2015-07-24 23:31:40,,2015-07-24 23:28:50.0,0.0472222222222222,,True,False,False,False,True,False,False,False,False,STILL,,,,,,com.facebook.katana,donotnotify,,Chelsea,home,home,Clear,32.1,3.7,0.0,0.0,,,,,,,,,0.0,0.0,15.0,554.0,11.0,447.0,19.0,663.0,43.0,2256.0,47.0,2539.0,0,447,554,663,2256,2539,17.0,1326.0,26.0,2043.0,29.0,2106.0,1326,2043,2106,1.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
1,14,14.0,2015-07-25 09:30:00,1,2015-07-23,Etc/GMT+4,-14400.0,2015-07-25 09:35:29,1.0,2015-07-25 09:35:29,2015-07-25 09:52:42,2015-07-25 04:52:21.0,4.71888888888889,2.0,True,True,False,False,True,True,True,False,False,STILL,STILL,True,True,True,False,,How can you be active this weekend How about trying out a new sport or checking out the farmers market,bad,Chelsea,home,home,Clear,16.0,0.0,0.0,0.0,Chelsea,home,home,Clear,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,0,0,0,0,0,76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15,15.0,2015-07-25 16:30:00,2,2015-07-25,Etc/GMT+4,-14400.0,2015-07-25 16:31:00,2.0,2015-07-25 16:31:00,2015-07-25 16:47:18,2015-07-25 16:23:27.0,0.125833333333333,3.0,True,True,False,False,True,True,True,False,False,STILL,STILL,True,False,True,False,,Remember to spend time with friends loved ones who might want to join you for a walk right now,good,Jackson,Marathon Gas,"gas_station,convenience_store,food,store,point_of_interest,establishment",Partly Cloudy,28.1,3.7,15.0,0.0,Jackson,Marathon Gas,"gas_station,convenience_store,food,store,point_of_interest,establishment",Partly Cloudy,28.2,5.1,15.0,0.0,3.0,82.0,5.0,122.0,3.0,82.0,12.0,357.0,16.0,473.0,31.0,1743.0,82,82,122,357,473,1743,2.0,55.0,4.0,91.0,4.0,91.0,55,91,91,0.0,0.0,10.0,43.0,14.0,93.0,1.0,1.0,1.0,1.0
1,16,16.0,2015-07-25 18:30:00,3,2015-07-25,Etc/GMT+4,-14400.0,2015-07-25 18:31:52,3.0,2015-07-25 18:31:52,2015-07-25 19:01:57,2015-07-25 18:16:49.0,0.250833333333333,1.0,True,True,False,False,True,True,True,False,False,UNKNOWN,,True,True,True,True,,What can you do to increase your activity level right now Stand up Stretch Take a walk Go for a run,no_response,Chelsea,Golden Apple,"jewelry_store,store,point_of_interest,establishment",Partly Cloudy,30.1,3.2,35.0,0.0,Chelsea,Smokehouse 52,"restaurant,food,point_of_interest,establishment",Partly Cloudy,32.5,3.7,35.0,0.0,7.0,255.0,26.0,1428.0,16.0,585.0,32.0,1820.0,37.0,2034.0,53.0,2733.0,255,585,1428,1820,2034,2733,15.0,1270.0,15.0,1270.0,19.0,1386.0,1270,1270,1386,17.0,332.0,48.0,885.0,84.0,2175.0,36.0,1275.0,52.0,1373.0
1,17,17.0,2015-07-25 21:30:00,4,2015-07-25,Etc/GMT+4,-14400.0,2015-07-25 21:30:58,4.0,2015-07-25 21:30:58,,2015-07-25 19:52:06.0,1.64777777777778,,True,False,False,False,True,False,False,False,False,STILL,,,,,,,donotnotify,,Chelsea,home,home,Partly Cloudy,30.5,1.7,35.0,0.0,,,,,,,,,7.0,287.0,15.0,585.0,12.0,520.0,26.0,983.0,35.0,1194.0,44.0,1547.0,287,520,585,983,1194,1547,5.0,245.0,7.0,270.0,10.0,519.0,245,270,519,2.0,9.0,8.0,78.0,8.0,78.0,9.0,24.0,21.0,383.0
1,18,18.0,2015-07-25 23:30:00,5,2015-07-25,Etc/GMT+4,-14400.0,2015-07-25 23:31:57,5.0,2015-07-25 23:31:57,,2015-07-25 22:43:01.0,0.815555555555556,,True,True,False,True,False,False,False,False,False,IN_VEHICLE,,,,,,,donotnotify,,Jackson,WESCO,"convenience_store,liquor_store,food,store,gas_station,point_of_interest,establishment",Clear,29.4,1.2,15.0,0.0,,,,,,,,,3.0,84.0,5.0,129.0,5.0,129.0,8.0,225.0,15.0,642.0,27.0,1295.0,84,129,129,225,642,1295,9.0,353.0,9.0,353.0,18.0,564.0,353,353,564,0.0,0.0,0.0,0.0,0.0,0.0,17.0,165.0,29.0,214.0
1,19,19.0,2015-07-26 09:30:00,1,2015-07-26,Etc/GMT+4,-14400.0,2015-07-26 09:32:56,1.0,2015-07-26 09:32:56,2015-07-26 09:48:17,2015-07-25 22:43:01.0,10.8319444444444,1.0,True,True,False,False,True,True,True,False,False,STILL,STILL,True,True,True,False,,If you take a brisk walk now how will you feel for the rest of the day Spoiler alert More energized,bad,Chelsea,home,home,Partly Cloudy,16.3,0.0,0.0,0.0,Chelsea,home,home,Partly Cloudy,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,20,20.0,2015-07-26 16:30:00,2,2015-07-25,Etc/GMT+4,-14400.0,2015-07-26 16:31:30,2.0,2015-07-26 16:31:30,2015-07-26 16:47:23,2015-07-26 15:33:53.0,0.960277777777778,0.0,True,True,False,False,True,True,True,False,False,STILL,STILL,True,True,False,False,,Who lucked out got great weekend weather Not you Well maybe you could fit in a 10minute walk anyway,bad,Chelsea,home,home,Clear,33.0,2.2,0.0,0.0,Chelsea,home,home,Clear,33.5,5.3,0.0,0.0,9.0,673.0,23.0,1406.0,17.0,1147.0,40.0,2308.0,61.0,3723.0,80.0,4631.0,673,1147,1406,2308,3723,4631,28.0,1484.0,28.0,1484.0,32.0,1729.0,1484,1484,1729,0.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0
1,21,21.0,2015-07-26 18:30:00,3,2015-07-25,Etc/GMT+4,-14400.0,2015-07-26 18:32:18,3.0,2015-07-26 18:32:18,2015-07-26 19:02:33,2015-07-26 17:05:26.0,1.44777777777778,0.0,True,True,False,False,True,True,False,True,False,STILL,,False,True,True,False,,Dont forget to stretch at the weekend too Reach high then to the front then to the ground feel the tension release,no_response,Chelsea,home,home,Clear,29.5,1.3,0.0,0.0,Chelsea,home,home,Clear,29.4,3.4,0.0,0.0,3.0,95.0,31.0,1946.0,21.0,1188.0,50.0,3245.0,58.0,3517.0,73.0,4073.0,95,1188,1946,3245,3517,4073,18.0,863.0,28.0,1511.0,40.0,2323.0,863,1511,2323,,,,,,,0.0,0.0,0.0,0.0
1,22,22.0,2015-07-26 21:30:00,4,2015-07-25,Etc/GMT+4,-14400.0,2015-07-26 21:33:14,4.0,2015-07-26 21:33:14,2015-07-26 21:35:00,2015-07-26 17:05:26.0,4.46333333333333,0.0,True,True,False,False,True,True,True,False,False,STILL,STILL,True,False,True,False,,From raking leaves to mowing the lawn yard work is a great form of exercise Spend 10 minutes outside any weeds to be pulled,good,Chelsea,home,home,Partly Cloudy,29.6,0.0,0.0,0.0,Chelsea,home,home,Partly Cloudy,29.6,0.0,0.0,0.0,6.0,204.0,10.0,319.0,6.0,204.0,15.0,497.0,20.0,679.0,29.0,904.0,204,204,319,497,679,904,18.0,1011.0,23.0,1187.0,27.0,1351.0,1011,1187,1351,0.0,0.0,2.0,5.0,5.0,42.0,,,,
1,23,23.0,2015-07-26 23:30:00,5,2015-07-25,Etc/GMT+4,-14400.0,2015-07-26 23:31:32,5.0,2015-07-26 23:31:32,,2015-07-26 22:13:44.0,1.29666666666667,,True,False,False,False,True,False,False,False,False,STILL,,,,,,,donotnotify,,Chelsea,home,home,Partly Cloudy,28.4,0.0,0.0,0.0,,,,,,,,,0.0,0.0,3.0,113.0,3.0,113.0,3.0,113.0,3.0,113.0,3.0,113.0,0,113,113,113,113,113,9.0,225.0,11.0,280.0,14.0,407.0,225,280,407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,24,24.0,2015-07-27 09:30:00,1,2015-07-27,Etc/GMT+4,-14400.0,2015-07-27 09:31:46,1.0,2015-07-27 09:31:46,,2015-07-27 02:35:04.0,6.945,,True,False,False,False,True,False,False,False,False,STILL,,,,,,,donotnotify,,Chelsea,home,home,Clear,14.2,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,65.0,16.0,542.0,0,0,0,0,65,542,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,25,25.0,2015-07-27 16:30:00,2,2015-07-27,Etc/GMT+4,-14400.0,2015-07-27 16:31:55,2.0,2015-07-27 16:31:55,,2015-07-27 10:56:08.0,5.59638888888889,,True,False,False,False,True,False,False,False,False,STILL,,,,,,,donotnotify,,Ann Arbor,work,work,Clear,28.3,3.0,0.0,0.0,,,,,,,,,0.0,0.0,3.0,213.0,0.0,0.0,4.0,258.0,10.0,441.0,10.0,441.0,0,0,213,258,441,441,1.0,24.0,1.0,24.0,3.0,109.0,24,24,109,,,,,,,2.0,2.0,2.0,2.0
1,26,26.0,2015-07-27 18:30:00,3,2015-07-27,Etc/GMT+4,-14400.0,2015-07-27 18:31:56,3.0,2015-07-27 18:31:56,2015-07-27 18:35:36,2015-07-27 16:48:51.0,1.71805555555556,0.0,True,True,False,False,True,True,False,True,False,STILL,STILL,False,True,True,False,,Hey you Have you been sitting for a while Can you take a 5 minute walking break,good,Ann Arbor,work,work,Clear,29.9,0.0,0.0,0.0,Ann Arbor,work,work,Clear,29.6,5.0,0.0,0.0,0.0,0.0,29.0,2813.0,20.0,2240.0,30.0,2830.0,34.0,3058.0,48.0,4126.0,0,2240,2813,2830,3058,4126,0.0,0.0,0.0,0.0,6.0,183.0,0,0,183,7.0,260.0,45.0,2477.0,50.0,2725.0,,,,
1,27,27.0,2015-07-27 21:30:00,4,2015-07-27,Etc/GMT+4,-14400.0,2015-07-27 21:31:31,4.0,2015-07-27 21:31:31,,2015-07-27 21:06:04.0,0.424166666666667,,True,False,False,False,True,False,False,False,False,STILL,,,,,,,donotnotify,,Chelsea,home,home,Clear,31.3,4.0,0.0,0.0,,,,,,,,,6.0,170.0,15.0,605.0,13.0,532.0,15.0,605.0,40.0,2703.0,68.0,5115.0,170,532,605,605,2703,5115,2.0,81.0,8.0,242.0,16.0,546.0,81,242,546,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,13.0,79.0
1,28,28.0,2015-07-27 23:30:00,5,2015-07-27,Etc/GMT+4,-14400.0,2015-07-27 23:30:56,5.0,2015-07-27 23:30:56,,2015-07-27 23:27:03.0,0.0647222222222222,,True,True,False,True,False,False,False,False,False,ON_FOOT,,,,,,,donotnotify,,Chelsea,Cottage Inn Pizza,"restaurant,food,point_of_interest,establishment",Clear,31.3,0.0,0.0,0.0,,,,,,,,,10.0,1193.0,29.0,3232.0,28.0,3192.0,31.0,3272.0,34.0,3384.0,34.0,3384.0,1193,3192,3232,3272,3384,3384,29.0,2510.0,39.0,3566.0,53.0,4510.0,2510,3566,4510,20.0,1196.0,52.0,2955.0,56.0,2983.0,8.0,365.0,8.0,365.0
1,29,29.0,2015-07-28 09:30:00,1,2015-07-27,Etc/GMT+4,-14400.0,2015-07-28 09:31:40,1.0,2015-07-28 09:31:40,2015-07-28 09:32:27,2015-07-28 02:27:06.0,7.07611111111111,0.0,True,True,False,False,True,True,False,True,False,STILL,STILL,False,True,True,False,,Quick lets stretch Stand up reeeeach for the sky reeeeach for your toes and repeat Feels good doesnt it,bad,Chelsea,home,home,Partly Cloudy,14.2,0.0,0.0,0.0,Chelsea,home,home,Partly Cloudy,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,429.0,19.0,832.0,0,0,0,0,429,832,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,4.0,72.0,0.0,0.0,0.0,0.0
1,30,30.0,2015-07-28 16:30:00,2,2015-07-27,Etc/GMT+4,-14400.0,2015-07-28 16:31:37,2.0,2015-07-28 16:31:37,2015-07-28 16:32:05,2015-07-28 16:01:59.0,0.493888888888889,0.0,True,True,False,False,True,True,True,False,False,STILL,STILL,True,False,True,False,,Why not use your lunch hour to walk to your favorite healthy lunch spot,good,Ann Arbor,work,work,Clear,29.6,5.0,0.0,0.0,Ann Arbor,work,work,Clear,29.6,5.0,0.0,0.0,0.0,0.0,8.0,362.0,6.0,284.0,14.0,904.0,21.0,1166.0,21.0,1166.0,0,284,362,904,1166,1166,2.0,66.0,11.0,664.0,18.0,1127.0,66,664,1127,,,,,,,4.0,51.0,5.0,52.0
1,31,31.0,2015-07-28 18:30:00,3,2015-07-27,Etc/GMT+4,-14400.0,2015-07-28 18:32:01,3.0,2015-07-28 18:32:01,2015-07-28 18:37:03,2015-07-28 16:32:01.0,2.0,0.0,True,True,False,False,True,True,True,False,False,STILL,ON_FOOT,True,True,True,False,,Have you been staring at a screen all day Give your eyes a break by walking a lap around this floor of your office building,good,Ann Arbor,work,work,Clear,31.0,1.0,0.0,0.0,Ann Arbor,work,work,Clear,31.1,2.0,0.0,0.0,9.0,735.0,31.0,3032.0,29.0,2939.0,33.0,3103.0,41.0,3678.0,44.0,3757.0,735,2939,3032,3103,3678,3757,0.0,0.0,1.0,9.0,7.0,262.0,0,9,262,14.0,659.0,51.0,2771.0,53.0,2777.0,,,,
1,32,32.0,2015-07-28 21:30:00,4,2015-07-27,Etc/GMT+4,-14400.0,2015-07-28 21:31:25,4.0,2015-07-28 21:31:25,2015-07-28 22:01:42,2015-07-28 21:25:12.0,0.103611111111111,0.0,True,True,False,False,True,True,False,True,False,STILL,,False,True,True,False,,Tonight why not try a few stretches or yoga poses You can find beginner poses online might we suggest Childs Pose,no_response,Chelsea,home,home,Partly Cloudy,30.6,2.5,0.0,0.0,Chelsea,home,home,Partly Cloudy,30.2,2.0,0.0,0.0,3.0,55.0,9.0,246.0,7.0,207.0,23.0,1228.0,52.0,3792.0,82.0,6300.0,55,207,246,1228,3792,6300,10.0,249.0,18.0,456.0,23.0,619.0,249,456,619,,,,,,,1.0,3.0,1.0,3.0
1,33,33.0,2015-07-28 23:30:00,5,2015-07-27,Etc/GMT+4,-14400.0,2015-07-28 23:31:32,5.0,2015-07-28 23:31:32,,2015-07-28 22:15:30.0,1.26722222222222,,True,False,False,False,True,False,False,False,False,STILL,,,,,,,donotnotify,,Chelsea,home,home,Clear,32.2,3.2,0.0,0.0,,,,,,,,,10.0,948.0,39.0,3074.0,29.0,2390.0,58.0,4552.0,87.0,7800.0,87.0,7800.0,948,2390,3074,4552,7800,7800,30.0,2508.0,40.0,3356.0,59.0,5072.0,2508,3356,5072,0.0,0.0,0.0,0.0,5.0,13.0,,,,
1,34,34.0,2015-07-29 10:30:00,1,2015-07-29,Etc/GMT+4,-14400.0,2015-07-29 10:31:34,1.0,2015-07-29 10:31:34,,2015-07-29 10:31:07.0,0.0075,,True,False,False,False,True,False,False,False,False,STILL,,,,,,com.facebook.katana,donotnotify,,Chelsea,home,home,Partly Cloudy,16.8,0.0,0.0,0.0,,,,,,,,,2.0,95.0,17.0,677.0,8.0,254.0,29.0,1178.0,31.0,1225.0,41.0,1785.0,95,254,677,1178,1225,1785,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.0,47.0,5.0,47.0,5.0,47.0,2.0,24.0,2.0,24.0
